sample_id,split,source_corpus,model_name,prompt_version,reference,prediction,wer,cer,lexical_similarity,label,repetition_flag,duration,gender,has_unintelligible_tag,inference_time_sec,semantic_similarity,label_semantic
203_2,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,நாடாளுமனறத்தில் பேசுகையில் கூட என்ஆர்சி நாடு முழுவதும் கொண்டுவரப்படும் என்று அமித் ஷா பேசினார்,நாடாலும் மட்ரத்திர் பேசுகையில் குடை என்னார்சி நாடும் மொழுவதும் கொண்டு வரப்படும் மேன்ற அமிஷா பேசினார்,0.9090909090909092,0.2340425531914893,0.8454,PARAPHRASE_OR_RECOGNITION_ERROR,False,5.4335,Female,False,0.636,0.5842025,PARAPHRASE_OR_RECOGNITION_ERROR
1099_2,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,திரு அஷோக் சஜ்ஜன்ஹர் அவர்களின் ஆங்கில உரையின் தமிழாக்கம் பி குருமூர்த்தி,திரு ஆஷோக சன்சக்கர் அவர்களின் நாங்கில் உரையின் தமிலாக்கம் பிகுரும் உருத்தி,0.6666666666666666,0.2083333333333333,0.8356,PARAPHRASE_OR_RECOGNITION_ERROR,False,5.2245,Female,False,0.519,0.755648,PARAPHRASE_OR_RECOGNITION_ERROR
1099_3,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,சினிமாவில் ஒரு சாதாரண மனிதன் மேலே வருவதைப்போலவெ கீழே போவதும் ஒருவகையான ஃபெயரிடேல் மாதிரிதான்,சினிமாவில் ஒரு சாதரண மனிதன் மேலை வருவதை பொழவைக்கியில் போதும் ஒரு வகையான பேரிடியில் மாதிரிதான்,0.7272727272727273,0.2391304347826087,0.8216,PARAPHRASE_OR_RECOGNITION_ERROR,False,5.7585625,Female,False,0.611,0.8330151,PARAPHRASE_OR_RECOGNITION_ERROR
203_3,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,இந்த ஆண்ட்ராய்டு இயக்கமுறைமையின் அடிப்படை திரையானது பார்வையாளர்களுக்கு ஆர்வமூட்டும் ஒரு அழகான பயனாளர் இடைமுகப்பை வழங்குகின்றது,இந்த ஐன்றாயிடி ஏக்க முறைமையின் அடிப்படைத் திரையானது பார்வையாலர்களுக்கு ஆர்வமுட்டு முறாலாகான பயன்னாலர் இடை முகைப்பை வலங்குகின்றது,0.9166666666666666,0.2222222222222222,0.8346,PARAPHRASE_OR_RECOGNITION_ERROR,False,8.428875,Female,False,0.801,0.6433977,PARAPHRASE_OR_RECOGNITION_ERROR
347_3,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,அது பின்னர் பிழை என விலக்கிக்கொள்ளப்பட்டதனால் சட்டபூர்வமாகவும் தண்டனை மறுபரிசீலனைக்குரியதாக ஆகிறது,அது பின்னர் பிலையன விலக்குக்குள்ள பட்டதனால் சட்டப் பூரோமாக்கும் தண்ணனை மறு பரிசிலனைக் குரியதாக ஆகிருது,1.1111111111111112,0.2040816326530612,0.85,PARAPHRASE_OR_RECOGNITION_ERROR,False,5.20125,Female,False,0.669,0.6304626,PARAPHRASE_OR_RECOGNITION_ERROR
793_0,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,நிதி மோசடி குற்றச்சாட்டில் கைதுசெய்யப்பட்டு விளக்கமறியலில் வைக்கப்பட்ட நாடாளுமன்ற உறுப்பினர் நாமல் ராஜபக்ச இன்றைய,நிதி மோசடி குற்றச்சாட்டில் கைதி செய்யப்பட்ட விலக்க மரியில் வைக்கப்பட்ட நாடால மன்ற உறிப்பின் நாமில் ராஜப்பக்சின்றைய,0.8181818181818182,0.1415929203539823,0.8987,PARAPHRASE_OR_RECOGNITION_ERROR,False,7.3839375,Female,False,0.74,0.6340481,PARAPHRASE_OR_RECOGNITION_ERROR
925_0,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,காணாமல் போனோர் பணியக உறுப்பினர்களை வேண்டா வெறுப்பாக நியமித்த சிறிலங்கா அதிபர்,காணாமல் போனோர் பணியக உரிப்பினர்களை வேண்டா வெறுப்பாக நியமித்த ச்றீலங்க அதிபர்,0.2222222222222222,0.0649350649350649,0.9412,FAITHFUL,False,5.7585625,Female,False,0.536,0.7924291,FAITHFUL
347_4,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,அதனைத் தொடர்ந்து முருகண்டியை சென்றடைந்த வாகனப் பேரணி நாளை காலை வவுனியாவை நோக்கி தனது பயணத்தை ஆரம்பிக்க உள்ளது,அதனே தொரந்து முறுகண்டியை சென்றட்டைந்த வாகனர் பெரணி நாளைக் காலை வவுணியாவி நுக்கித்திரத் பைய்னத்தி ஆரபக்கை உள்ளது,0.8571428571428571,0.2568807339449541,0.7818,PARAPHRASE_OR_RECOGNITION_ERROR,False,5.9675625,Female,False,0.701,0.6180855,PARAPHRASE_OR_RECOGNITION_ERROR
347_5,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,சிலருக்கான குற்றஒப்புதல் வாக்கு மூலங்கள் நீதிமன்றத்தால் நிரகாரிக்கப்பட்டுள்ள நிலையிலும் அடுத்து எவ்விதமான,சிலருக்கான் குற்ற ஒப்புதல் வாகம் மோலங்கள் நீதிமன்றத்தால் நிறாகரிக்கப்பட்டுளன் நிலையிலும் அடுத்தை எப்பிதமான,0.8888888888888888,0.1333333333333333,0.91,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.1300625,Female,False,0.685,0.86906385,PARAPHRASE_OR_RECOGNITION_ERROR
80_1,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,அவர் கணவர் மற்றும் குழந்தை புதைக்கப்பட்ட இடத்தை அடையாளம் காட்டினார்,அவர் கணாவர் மற்சும் கொழந்தை புதைக்குப்பட்ட இடுத்தை அடையாலம் காட்டினர்,0.875,0.1044776119402985,0.9265,PARAPHRASE_OR_RECOGNITION_ERROR,False,4.435,Female,False,0.486,0.5739982,PARAPHRASE_OR_RECOGNITION_ERROR
203_4,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,இதே எரிமலை கடந்த செப்டம்பர் மற்றும் அக்டோபர் மாதத்திலும் பெருமளவு புகையை கக்கியது என்பது குறிப்பிடத்தக்கது,இதையேரிமலை கணந்த செப்டம்பர் மட்டும் அக்டோபர் மாதத்திலும் பெருமலது புகையைக் கக்கியது என்பது குறுப்பிடத்தக்கது,0.5833333333333334,0.1037735849056603,0.9159,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.7802500000000006,Female,False,0.705,0.7976674,PARAPHRASE_OR_RECOGNITION_ERROR
203_5,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,காஞ்சிபுரம் மாவட்ட தலைவர் அலுவலகத்தில் மக்கள் குறை தீர்க்கும் நாளில் நடந்த இந்த நிகழ்வால் பரபரப்பு ஏற்பட்டுள்ளது,காஞ்சிபிரம் ஆவட்ட தலைவர் அழுவளததில் மக்கள் குறைத் தீர்க்கும் நாளில் நணந்த இந்த நிகல்வால் பரவரப்பை ஏற்பட்டுள்ளது,0.5384615384615384,0.1160714285714285,0.9058,PARAPHRASE_OR_RECOGNITION_ERROR,False,5.526375,Female,False,0.746,0.6406878,PARAPHRASE_OR_RECOGNITION_ERROR
203_6,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,பாதுகாப்பு காரணமாக எய்ம்ஸ் மருத்துவமனைக்கு மண்டேலா நகர் திடலில் அடிக்கல் நாட்டுகிறார் பிரதமர் மோடி,பாதுகாப்பு காரணமாக ஏம்ஸ் மருத்தோம் மணிக்கு மண்டேலா நகர் திடலி நடிக்கல் நாட்டுகிறார் பிரதமர் மோடி,0.4545454545454545,0.1224489795918367,0.9072,FAITHFUL,False,6.0371875,Female,False,0.636,0.83466923,FAITHFUL
203_7,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,உச்சநீதிமன்றம் மீட்டுக் கொடுத்த ஆட்சியை தக்க வைக்க முடியாமல் அருணாச்சல் முதல்வர் நபம்துகி தத்தளிப்பு,உச்சனேறி மற்ற மீட்டுக் கொடுத்த ஆழ்ச்சியை தக்கவைக்க முடியாமல் அறினாச்சல் முதல்வர் நபன் துகி தத்தலிப்பு,0.8181818181818182,0.17,0.8657,PARAPHRASE_OR_RECOGNITION_ERROR,False,7.1053125,Female,False,0.669,0.76352894,PARAPHRASE_OR_RECOGNITION_ERROR
1099_4,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,மின்னஞ்சல் செய்திகளை விட சற்று விரிவான வடிவமைப்பு சாத்தியக்கூறுகளை மின்னஞ்சல் செய்திகளைக் கொண்டிருக்கின்றன,மின்னஞ்சில் செய்திகளை விடச்சி விரிவான வடைவிம்மைப்பு சாத்திய குருகளை மின்னஞ்சில் செய்திகளைக் கொண்டி இருக்கின்றன,0.9,0.1509433962264151,0.8981,PARAPHRASE_OR_RECOGNITION_ERROR,False,5.5728125,Female,False,0.706,0.56537265,PARAPHRASE_OR_RECOGNITION_ERROR
307_0,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,ஒருவரின் அடிவானம் தட்டையானதாக இருக்கலாம் அல்லது அது மலை மற்றும் மலைகள் போன்ற இயற்கை அம்சங்களைக் கொண்டிருக்கலாம்,ஒருவரின் அடிவானம் தட்டையானதாக இருக்கலாம் அழது அது மழை மற்றும் மழைகள் போன்றையிர்க்கைய அம்சங்களைக் கொண்டிருக்கலாம்,0.3846153846153846,0.1081081081081081,0.9238,FAITHFUL,False,7.082125,Female,False,0.691,0.82276773,FAITHFUL
347_6,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,ஒரு இடத்தில் ஒரு பிராண்ட் பெயர் அல்லது பெயர் இருக்க முடியாது,ஒரு இடத்தில் ஒரு பிராண் பெயர் அல்லது பெயர் இருக்க முடியாது,0.1111111111111111,0.0333333333333333,0.9831,FAITHFUL,False,2.9025,Female,False,0.432,0.9249276,FAITHFUL
347_7,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,மருத்துவர்களால் சிகிச்சையளிப்பதற்கான வழிகாட்டுதல்கள் மற்றும் பொதுமக்கள் பின்பற்ற வேண்டிய பாதுகாப்பு நடவடிக்கைகளை இந்த அமைப்பு செயல்படுத்துகிறது,மரத்து வரக்கிறால் சிகிச்சிலிப்பத்தர் காண வைக்காட்டுத்தர்கள் மற்றும் புதுமக்கள் பின்பட்டர் வெண்டிய பாதுகாப்ப நண்டை வெண்டுக்கைகள் இந்த அம்மைப்பு செய்யில் பட்திகிறது,1.1666666666666667,0.3076923076923077,0.8066,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.664125,Female,False,0.939,0.25981882,HALLUCINATION_CANDIDATE
203_8,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,இவர் கைரோவை சார்ந்த உதுமான் என்பவரின் மகன்,இவர் கைரோவைச் சார்ந்த ஊதும்மான் என்பவரின் மகண்,0.5,0.1428571428571428,0.9091,FAITHFUL,False,2.92575,Female,False,0.376,0.91565627,FAITHFUL
307_1,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,திருச்சி வழியாக இயக்கப்படும் ரயில்களில் குற்ற சம்பவங்களை தடுக்க ரயில்வே போலீஸாா் ரோந்து பணிகளில் ஈடுபட்டு வருகின்றனா்,திருச்சி வடியாக ஏக்கப்படும் ரய்ல்களில் குற்ற சம்பவங்களை தடுக்க ரய்லவே போடிசார் ரோந்து பணிகளில் இடுப்பட்ட வருகின்றனர்,0.5384615384615384,0.1282051282051282,0.8927,PARAPHRASE_OR_RECOGNITION_ERROR,False,7.3143125,Female,False,0.732,0.79222935,PARAPHRASE_OR_RECOGNITION_ERROR
307_2,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,வடக்கு மாகாணத்திற்கு விஜயம் மேற்கொண்டிருந்த ரணில் விக்கிரமசிங்க மாவட்ட செயலகங்களில் நடைபெற்ற கலந்துரையாடல்களில் முன்வைக்கப்பட்ட செயற்றிட்டங்களை நடைமுறைப்படுத்த வேண்டும்,வடக்கு மாகான திருக்கு விஜைய மேற்கொண்டிருந்த ரானேல் விக்ரம சிங்க மாவட்ட சேலக்கங்களில் நடைப்பெச்ச கழந்துரை ஆடல்களில் முன் வைக்கப்பட்ட செயச்சிடங்களை நடைமுறைப்படுத்த வேண்டும்,0.9285714285714286,0.1845238095238095,0.8698,PARAPHRASE_OR_RECOGNITION_ERROR,False,10.5883125,Female,False,0.984,0.8089894,PARAPHRASE_OR_RECOGNITION_ERROR
347_8,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,மன்னார் தீவு பகுதியிலுள்ள பவளபாறைகளை பாதுகாத்து சுற்றுலாதலமாக்க வேண்டும் பொதுமக்கள் வலியுறுத்தல்,மன்னார் தீவு பகதில் உள்ள பவலபாரைகளை பாதுகத்து சுச்சில தலமாக்க வீண்டு பொதுமக்கள் வளியுர்த்து,0.8888888888888888,0.2083333333333333,0.8235,PARAPHRASE_OR_RECOGNITION_ERROR,False,4.527875,Female,False,0.599,0.8351456,PARAPHRASE_OR_RECOGNITION_ERROR
1099_5,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,அரசு பள்ளிகளுக்கு உதவிட முன்வாருங்கள் பொதுமக்களுக்கு பள்ளி கல்வித்துறை அமைச்சர் செங்கோட்டையன் வேண்டுகோள்,அரசு பல்லிகளுக்கு உதவிர முன் வாருங்கள் புதுமக்களுக்கு பல்லிக்கலிவி துறைய அமைச்ச செங்கோட்டேன் வெண்டுக்கொள்,1.0,0.2019230769230769,0.8134,PARAPHRASE_OR_RECOGNITION_ERROR,False,4.9690625,Female,False,0.675,0.56128645,PARAPHRASE_OR_RECOGNITION_ERROR
203_9,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,ஒரே நேரத்தில் பல ஹெலிகாப்டர்கள் உடல்களை எடுத்துச் சென்றுள்ளதால் சீனாவில் பலி எண்ணிக்கை அதிகமாக இருக்கும் என்று கூறப்படுகிறது,ஒரே நிரத்தில் பல ஹெலிகாப்டர்கள் உளல்களை எடுத்து சென்றுள்ளதால் சீனாவில் பலி என்னிக்கு ஆதியமாக இருக்கு மின்றுக் குறப்படிகிறது,0.5714285714285714,0.1370967741935483,0.8907,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.7105625,Female,False,0.721,0.75928205,PARAPHRASE_OR_RECOGNITION_ERROR
347_9,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,ஈரோடு மாவட்டம் கோபிசெட்டிபாளையம் அருகே உள்ள கொப்பளூா் கல்லுமடைப்புதூாில் சாலையோர மரத்தில் காா் மோதி விபத்துக்குள்ளானது,இறோடம் அவட்டம் கோப்பிச்சட்டிப் பணைய மறியை உள்ள கொப்பல்லுர் கல்லுமடைப் புத்துரில் சாளுவர மறத்தில் கார்மோதி விபத்துக் குள்ளானது,1.0833333333333333,0.3305084745762712,0.749,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.1300625,Female,False,0.759,0.5798118,PARAPHRASE_OR_RECOGNITION_ERROR
1099_6,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,நோயின் பாதிப்பிலிருந்து விடுபட ஸ்டார் பழத்தை இரவு உணவுக்குப் பின் இரண்டு துண்டுகள் சாப்பிட்டு வந்தால் மூல நோயின் தாக்கம்,நோயின் பாதிப்பில் இருந்து விடுப்பட ச்டார் படத்த இறவு உணவுக்குப்பின் உயிருந்து துண்டுகள் சாப்பிட்டு வந்தல் மூழ நோயின் தாக்கம்,0.6666666666666666,0.15,0.8934,PARAPHRASE_OR_RECOGNITION_ERROR,False,7.175,Female,False,0.794,0.7851772,PARAPHRASE_OR_RECOGNITION_ERROR
1099_7,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,அதனால் தேவர்களான எங்களுக்கு பெரும் ஆபத்து வரும் என்று அஞ்சுகிறோம்,அதனால் தேவர்களான எங்களுக்கு பெரும் ஆபத்து வரும் என்று அன்றுகிறோம்,0.125,0.0307692307692307,0.9692,FAITHFUL,False,3.8080625,Female,False,0.454,0.96170485,FAITHFUL
872_0,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,தக்கலை அருகே பைக் மீது லாரி மோதி வங்கி ஊழியர் பலி,தக்கலையரிக்கே பைக் மீதில் ஆரிம் மோதி வங்கி உழியர் பலி,0.5555555555555556,0.2653061224489796,0.8235,PARAPHRASE_OR_RECOGNITION_ERROR,False,3.87775,Female,False,0.416,0.7820443,PARAPHRASE_OR_RECOGNITION_ERROR
1099_8,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,இனங்களுக்கு இடையில் நல்லிணக்கத்தை ஏற்படுத்தும் நோக்கில் தேசிய நல்லிணக்க வாரம்,இனங்களுக்கு இடையில் நல்லினக்கத்தை எர்ப்படுத்தும் நோக்கில் தேசிய நல்லினக்க வாரம்,0.375,0.0779220779220779,0.9359,FAITHFUL,False,6.6176875,Female,False,0.556,0.99333906,FAITHFUL
129_0,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,கலை பண்பாட்டுத்துறை சார்பில் ராமநாதபுரம் கௌரிவிலாஸ் அரண்மனையில் உள்ள மாவட்ட அரசு இசைப்பள்ளியில் சனிக்கிழமை,கலை பண்பாட்டு துறைசார் வில் ராமணாத புரம் கோரி விலா சரண்மணையில் உள்ள மாவட்ட அரசி இசைப்பல்லியில் சனிக்கிழமை,0.9090909090909092,0.1509433962264151,0.8815,PARAPHRASE_OR_RECOGNITION_ERROR,False,7.6858125,Female,False,0.682,0.7875793,PARAPHRASE_OR_RECOGNITION_ERROR
1042_1,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,தமிழீழ விடுதலைப் போராட்டத்தின் அதியுச்ச நிலையை உலகறியச் செய்த தாக்குதல்களை வழிநடத்திய உத்தம வீரன் தான் கேணல் சாள்ஸ்,தமிடியில விடுதலை போராட்டத்தின் அதியுச்ச நிலையை உலகரிய செய்த தாக்குதல்களை வழினடத்திய உத்தம வீரந்தான் கேனல் சால்ஸ்,0.5714285714285714,0.1304347826086956,0.8987,PARAPHRASE_OR_RECOGNITION_ERROR,False,7.430375,Female,False,0.713,0.83952177,PARAPHRASE_OR_RECOGNITION_ERROR
80_2,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,இந்த ஒரு வருடத்தை நான் இத்தகைய சூழலில் எப்படி கடப்பேன் என்பது இனிதான் தெரியும்,இந்த ஒரு வருடத்தை நான் எத்தகைய சூடலில் எப்படி கடப்பேன் என்பது இனிதான் தெரியும்,0.1818181818181818,0.0256410256410256,0.9744,FAITHFUL,False,5.9443125,Female,False,0.532,0.9060962,FAITHFUL
1099_9,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,இந்தியாவின் முன்னாள் வெளியுறவு செயலாளர்களான லலித் மண்சிங் மற்றும் பேராசிரியர் சுக் டியோ முனி ஆகியோர்,இந்தியவின் முன்னால் வெளியுருவு சேலாடர்களான லலித்து மன்சிங் மற்றும் பேருகசிரே சுக்கு டியோம் மூனி ஆகியோர்,0.8333333333333334,0.21,0.8571,PARAPHRASE_OR_RECOGNITION_ERROR,False,5.99075,Female,False,0.673,0.80904925,PARAPHRASE_OR_RECOGNITION_ERROR
307_3,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,ஆனால் இங்குள்ள யோகம் என்பது யோகம் என்னும் நடைமுறையைச் சுட்டுகிறது,ஆனல் இங்குள் யோகம் என்பது யோகம் எனும் நடைமுறையை சுட்டுகிறது,0.5,0.0923076923076923,0.9516,FAITHFUL,False,3.947375,Female,False,0.444,0.9368678,FAITHFUL
872_1,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,தடையை மீறி விற்பனை செய்யும் கேண்டீன் நிர்வாகம் மீது கடும் நடவடிக்கை எடுக்கப்படும் என்றும் எச்சரிக்கை,தடைய மிறி விர்ப்பன செய்யும் காண்டி நிற்வாகம் மீது கடும் நடவடுக்கை எடுக்கப்படும் என்றும் எத்தறுக்கை,0.5833333333333334,0.16,0.8687,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.19975,Female,False,0.634,0.55946964,PARAPHRASE_OR_RECOGNITION_ERROR
872_2,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,சோலைமலை நம்பிக்கு நான் நூறு தடாக்களில் வெண்ணையும் நூறு தடாக்களில் அக்கார அடிசிலும்,சுவாளைமலை நம்பிக்கு நான் நூறு தடாக்களில் வெண்ணையும் நூறு தடாக்களில் அக்காரை எடிசிலும்,0.3,0.073170731707317,0.9461,FAITHFUL,False,5.712125,Female,False,0.57,0.95268035,FAITHFUL
106_0,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,கணினியில் இருக்கும் வரைபடத்தின் படி வீட்டின் சுவர்கள் கண் முன்னே உருவம் பெறுகின்றன,கணினீல் இருக்கும் வரைபடத்தின் படி வீட்டின் சுவர்கள் கண்மொன்னி ஒருவம் பெரிகின்றன,0.5,0.1097560975609756,0.9068,FAITHFUL,False,5.20125,Female,False,0.543,0.78080666,FAITHFUL
106_1,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,அதை காங்கிரஸ் மேலிடம் ஏற்கும் என்று தகவல்கள் வெளியாவதால் திமுக தரப்பில் பரபரப்பு ஏற்பட்டுள்ளது,அதை காங்கரஸ் மேலிடம் ஏற்கும் என்று தகவல் வெளியாவதால் தீ முக்கா தரப்பில் பரப்பி எற்பெட்டுள்ளது,0.5454545454545454,0.1489361702127659,0.9091,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.36225,Female,False,0.632,0.73842734,PARAPHRASE_OR_RECOGNITION_ERROR
1196_0,train,kathbath,Whisper-large-v3-turbo,dedicated_asr,ஆந்திர மாநிலத்தில் அமைக்கப்பட உள்ள புதிய தலைநகர் அமராவதியில் மாபெரும் சர்வதேச விமான நிலையம் ஒன்றினை அமைக்கப்படும்,ஆந்திர மாணிலத்தில் அமைக்கப்பட உள்ள புதிய தலைனகர் அமராவதில் மாபெரும் சர்வதேச விமான நிலேயம் ஒன்றினை அமைக்கப்படும்,0.3076923076923077,0.0442477876106194,0.9643,FAITHFUL,False,8.1501875,Female,False,0.692,0.87746847,FAITHFUL
