sample_id,source_corpus,model_name,prompt_version,reference,prediction,wer,cer,lexical_similarity,label,repetition_flag,duration,has_unintelligible_tag,inference_time_sec,semantic_similarity,label_semantic
S4259423300343913_3,indicvoices,Whisper-large-v3-turbo,dedicated_asr,அப்புறம் இன்னும் சில மா செடிகளையும் உள்ளே நட்டு விட்டு அதையும் ஓட்டிவிட்டு அது மூலிமாவும் நாங்கள் எருவை எடுத்துட்டிருக்கறோம்,அப்பிறாம் இன்ன சில செடிகளையும் உள்ள நெட்டு விட்டு அதையும் ஓட்டி உட்டு அது மூலிமாவும் நாங்க எருவு எடுத்திற்குறோம்,0.6666666666666666,0.1854838709677419,0.8814,PARAPHRASE_OR_RECOGNITION_ERROR,False,8.991,False,1.37,0.86002177,PARAPHRASE_OR_RECOGNITION_ERROR
S4259423300343913_4,indicvoices,Whisper-large-v3-turbo,dedicated_asr,அப்புறம் மா மாட்டுச்சாணத்தை போட்டும் அதுலேருந்து வர்ற க எருவையும் காட்டுகளுக்கு போட்டு நாங்கள் எங்களுக்கு தேவையான தாவரத்தை நாங்களே பயிரிட்டு வேணுங்கிற காய் செடி இதெல்லாம் நாங்களே போட்டுக்கிறோம்,அப்பிடம் மாட்டு சானத்தப் போட்டும் அதிலருந்து வர் எருவுயும் காட்டுகள் போட்டு நங்களுக்குத் தேவியானத்தாவரத்த நாங்களே பையிருட்டு வேணங்களை காயிசடியில்லாம் நாங்களே போட்டுகிறோம்,0.8181818181818182,0.2435233160621761,0.8264,PARAPHRASE_OR_RECOGNITION_ERROR,False,9.473,False,1.834,0.7405757,PARAPHRASE_OR_RECOGNITION_ERROR
S4259423300343913_5,indicvoices,Whisper-large-v3-turbo,dedicated_asr,எங்களுக்கு தேவையான தோ காய்கறிய நாங்கள் தோட்டத்துலேருந்து எடுத்துக்கிறோம் மருந்து அதாவது உரம் எத் தவிர வேறே எந்த ஒரு மெடிசன் மருந்துமே யூஸ் பண்ணாமல் இயற்கை உரமாகவே நாங்கள் பயன்படுத்திகிட்டு வரோம்,எங்களுக் தேவியான் காய்கரியே நாங்கள் தோடத்தில் இருந்து எடுத்துகிறோம் மருந்து இயர் அதாது தவறா வேறு எந்த ஒரு மெடிசன் மருந்தும் யூச் பண்ணாமாம் இயர் கையுரம்மாமே நாங்கள் பயன்படுத்திட்டு வரும்,0.7916666666666666,0.2422680412371134,0.8285,PARAPHRASE_OR_RECOGNITION_ERROR,False,10.433,False,1.546,0.67491984,PARAPHRASE_OR_RECOGNITION_ERROR
S4259974100394378_0,indicvoices,Whisper-large-v3-turbo,dedicated_asr,எனக்கு பிடிச்சது நிலாப்பா அதாவது வந்து ஒரு குழந்தைகள பார்த்து அதை நாங்கள் காட்டி காட்டியாவது சாப்பிட வைக்கிறோம்,"எனக்கு புடித்து நிலாப்பா, அதாது வந்தே ஒரு கொலந்தைகளைக் காட்டிக்காட்டியாது சாப்பிட வைக்கிறால்",0.7857142857142857,0.2792792792792792,0.8079,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.118,False,0.972,0.5544863,PARAPHRASE_OR_RECOGNITION_ERROR
S4259974100394378_1,indicvoices,Whisper-large-v3-turbo,dedicated_asr,பாரு கண்ணு தெரியாமல் நைட்லலாம் சுத்துவோம் சுற்றுறபோது அந்த நிலா வெளிச்சம் வந்துச்சுனால் அதை ஒரு தெய்வமாக பார்த்து நாங்கள் கும்பிட்டு இது பண்ணுவோம்,பார் கண்ணதெரியாம் நையிட்லை அல்லா சுத்துவோமா சுத்தரபோதான் நிலாயிலையிலைச்சமான் சனாதையுரு தெயவமா பியாத்தே நாம்க கும்புட்டை இது பண்ணவோமா,0.9444444444444444,0.3904109589041096,0.7194,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.782,False,1.213,0.59966457,PARAPHRASE_OR_RECOGNITION_ERROR
S4259974100394378_2,indicvoices,Whisper-large-v3-turbo,dedicated_asr,மறைஞ்சா அதை பற்றி நாம் கொஞ்சம் அக்ஞானப்படுவோம் என்னடா எப்படா வரும் அப்படிங்குற மாதிரி ஒரு இ இது இருக்கும் ஒரு துளி தெரிஞ்சாலும் கூட அதை எல்லோரும் கையெடுத்து கும்பிட்டு ஒரு தேசம் ஒரு இதாக நாங்கள் தெ தெய்வமாக அதை கும்பிட்டு வர்றோம்,மரஞ்சாதை பத்தினாம் கொஞ்சையான போலுவாம். என்னாலா எப்போலா வரு அப்படியங்கரு வருக்கிறுக்கும் ஏதிருப்பாம். ஒரு துளி தெரிஞ்சாலங்குடைய எல்லாரு கையிடுத்து கும்புட்டு வருத்தையாம். ஒரு இதைய தெய்வமாம் தெய்யும் கும்புட்டு வருக்கிறாம்.,0.9090909090909092,0.4235807860262008,0.0889,HALLUCINATION_CANDIDATE_LEXICAL,False,12.107,False,1.98,0.4841871,HALLUCINATION_CANDIDATE
S4259974100394378_3,indicvoices,Whisper-large-v3-turbo,dedicated_asr,பெருசாக பெருசாக எங்களுக்கு ஒரு மனசில் ஒரு ஆனந்தமாக இருக்குது அதை பௌர்ணமியாக வந்துச்சினால் அன்றைக்கி பார்த்தமுன்னா ஜெகஜோதியாக இருக்குமப்பா அதை எல்லாம் பார்க்குறதுக்கு கொடுத்து வச்சிருப்போம்,பெருசாய்கும் பெருசாய்கும் மனசில் ஒரு ஆனந்தம்மா இருக்கும் பார்ணமியா வந்துச்சின்னா அன்னைக்கே பாத்தமனா ஜகஜோதியா இருக்கும் அப்பா. அதை எல்லைப் பாக்கிறுக்கும் குடுத்து வேச்சியிறுக்குப்போ.,0.85,0.3351063829787234,0.7859,PARAPHRASE_OR_RECOGNITION_ERROR,False,10.172,False,1.78,0.5642488,PARAPHRASE_OR_RECOGNITION_ERROR
S4259974100394378_4,indicvoices,Whisper-large-v3-turbo,dedicated_asr,என்னாலும் நம்ம கொடுத்து வச்சிட்டு அதை பார்க்குற அதை ஒரு தெய்வமாக இப்போ கும்பிடுறேன் நட்சத்திரன்னாலுமே அந்தமாதிரி ஒரு நட்சத்திரமெல்லாம் இனிமேல்,நான் நாம் குடுத்து வேச்சிடாதை பாக்கிறேன். அதையும் தெயவமாம் பாக்கும் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போம் போ,3.625,1.7887323943661972,0.1313,HALLUCINATION_CANDIDATE_LEXICAL,True,7.0,False,1.867,0.30615073,HALLUCINATION_CANDIDATE
S4259974100394378_5,indicvoices,Whisper-large-v3-turbo,dedicated_asr,நாங்கள் போன கடைசியில் அதை எல்லாம் பார்க்க போகிறதில்ல இருக்கிற போது அதை கண்டு நல்லாவே அனுபவிக்கிறோமப்பா அதனால் ஏகப்பட்ட நன்மைகள்,நாங்க போனவு கடுசிலாது இலப் பாக்கப் போலுதல் இருக்கிறாக போதாது கண்டு நல்லாவே அனுப் போகிறாம் அப்பா. அதனால் யாகப்பட்ட நன்மைகள்,0.875,0.3228346456692913,0.6185,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.793,False,1.438,0.4823131,HALLUCINATION_CANDIDATE
S4259974100394378_6,indicvoices,Whisper-large-v3-turbo,dedicated_asr,உண்காத சோற்றையும் கூட உண்குது குழந்தைக பார்த்தா அதை காட்டிக் காட்டி பெருமைப்படுவோம் அந்த காலத்தில் எங்கள் அம்மாலாம் அதைக் கண்டு,உங்களை சோத்தையும் உங்குது கொழந்தைக் காத்தான் அதை காட்டி காட்டி பெருமப் பொடுவான் அந்தகாரத்தில் என் அம்மா அல்லாதை கண்டு,0.8125,0.2913385826771653,0.7869,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.125,False,1.241,0.4125785,HALLUCINATION_CANDIDATE
S4259974100394378_7,indicvoices,Whisper-large-v3-turbo,dedicated_asr,வா சந்தா மாமா சந்தா மாமா பாரப்பா அப்படின்ட்டு காட்டிக் காட்டி எங்களுக்கெல்லாம் வாயில் சோறூட்டி சோறூட்டி அதை கண்டு நாங்கள் பெருசாக ஆகிருக்குறோம் அதனால் ஏகப்பட்ட நன்மைகள் நான் ப பட்டிருக்குறோம்,சந்தாமாமா சந்தாமாமா வாரப்பா பிடியிட்டு காட்டி காட்டி எங்கள் கல்ல வாயிருக்கிறேன் சோருக்கிறேன் அதைக் கண்டை நாங்கள் பெருசம் பெருசம் பாயிருக்கிறேன் அதனால் யாகப்பட்ட நன்னமையில் நாங்கள் பாட்டுகிறேன்,0.9166666666666666,0.3926701570680628,0.6945,PARAPHRASE_OR_RECOGNITION_ERROR,False,10.242,False,1.913,0.6523937,PARAPHRASE_OR_RECOGNITION_ERROR
S4259974100394378_8,indicvoices,Whisper-large-v3-turbo,dedicated_asr,அது மறைகிறபோது வேதனைப்படுறவங்க நாங்கள் ஆனால் வர்றபோது அதை கண்டு சிரித்து சந்தோஷமாக கைத்தட்டி சந்தோஷமாக இது பண்ணுவோம் ஒரு கிரகம் பிடிச்சாலும் கூட நாங்கள் அதை கண்டு அன்றைக்கி வேதனைப்படுவோம்,அதை மரையிரம் போதை வேதனப் படுவும் அன்னா வர்ரம் போதை அதைக் கண்டு சிரிச்சு சந்தோசமா கைதட்டி சந்தோசமா இதுவன்னுவா. ஒரு கிரகம்புடிச்சாலும் கூட நான் அதைக் கண்ட அனன்னிக்கு வேதனப் படுவா.,1.0,0.3422459893048128,0.7473,PARAPHRASE_OR_RECOGNITION_ERROR,False,10.53,False,1.984,0.4396916,HALLUCINATION_CANDIDATE
S4259974100394378_9,indicvoices,Whisper-large-v3-turbo,dedicated_asr,அதாவது சந்திரக்கிரகணம் பிடிக்கிதுங்குறபோதே நாங்கள் மனசில் ஏகப்பட்ட வருத்தத்தோடு தான் உட்காந்துட்ருப்போம் இதெல்லாம் ரொம்ப ஒரு இதுப்பா,தாத் சந்தரகரகனம் புடிக்கிறேன் குறுப்போது மனசில் ஐயாகப்பாட்ட வருத்தத்துவில்லது உக்கான்றுப்போம். இதல்ல நம்ப் ஒருயித்தப்பா.,0.9230769230769232,0.4318181818181818,0.6746,PARAPHRASE_OR_RECOGNITION_ERROR,False,7.744,False,1.376,0.4516275,HALLUCINATION_CANDIDATE
S4259546100370050_0,indicvoices,Whisper-large-v3-turbo,dedicated_asr,எட்டு அஞ்சு எட்டு ஆறு ரெண்டு அஞ்சு ஆறு ஆறு ஒன்று மூணு ரெண்டு என்ற மொபைல் எண்ணுக்கு தடுப்பூசிச் சான்றிதழைப் பதிவிறக்க பயனாளியின் பெயரைக் குறிப்பிடவும்,8 5 6 2 5 6 6 1 3 2 என்ற மொபைல் என்னுக்கு தடுப் புசிச்சான்டுதலை பதிவிரக்க பயனாலியின் பெயரை குறிப்பிடவும்.,0.9,0.4429530201342282,0.6693,PARAPHRASE_OR_RECOGNITION_ERROR,False,9.162,False,1.508,0.61276513,PARAPHRASE_OR_RECOGNITION_ERROR
S4258120100360362_0,indicvoices,Whisper-large-v3-turbo,dedicated_asr,இந்த பாட்டு ரொம்ப பெரிசாக இருக்கு,இந்த பாட்டு ரம்ப பெரிசா இருக்கு,0.4,0.0606060606060606,0.9688,FAITHFUL,False,2.182,False,0.704,0.8371892,FAITHFUL
S4259926100370241_0,indicvoices,Whisper-large-v3-turbo,dedicated_asr,ஆ ஹலோ யார் பேசுறது,வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான் வான்,16.0,17.444444444444443,0.0,HALLUCINATION_CANDIDATE_LEXICAL,True,1.795,False,1.934,0.05622426,HALLUCINATION_CANDIDATE
S4259926100370241_1,indicvoices,Whisper-large-v3-turbo,dedicated_asr,என்ன லோன் வேணும்,நீத்தல்லும் மனும்,1.0,0.6875,0.3636,HALLUCINATION_CANDIDATE_LEXICAL,False,1.011,False,0.669,0.27793783,HALLUCINATION_CANDIDATE
S4259926100370241_2,indicvoices,Whisper-large-v3-turbo,dedicated_asr,ஆ ஓகே ஸ் ஓகே சார் கோல்டு எவ்வளோ வச்சிருக்கீங்க,அம்ப்போதுக்கிறேன்,1.0,0.8478260869565217,0.254,HALLUCINATION_CANDIDATE_LEXICAL,False,4.095,False,0.619,0.11653344,HALLUCINATION_CANDIDATE
S4259926100370241_3,indicvoices,Whisper-large-v3-turbo,dedicated_asr,ஆ ஓகே சார் ஆ நாளைக்கு வாங்க உங்களோட ப்ரூஃப்லாம் எடுத்துகிட்டு வாங்க ஆதார் அட்டை பேன் கார்டு ரேஷன் கார்டு எல்லா எடுத்துகிட்டு வாங்க நம்ம நாளைக்கு பார்க்கலாம்,"சரி, நாளைக்கு வாங்கு, உங்களும் பிருக்குலை எடுத்து வாங்கு, ஆதார் அட்டு பான் கடு, ரேஷன் கடு, எல்லாம் எடுத்து வாங்கு, நாம் நாளைக்கு பார்க்கலாம்.",0.8181818181818182,0.3461538461538461,0.4916,PARAPHRASE_OR_RECOGNITION_ERROR,False,8.107,False,1.418,0.8016067,PARAPHRASE_OR_RECOGNITION_ERROR
S4259926100370241_4,indicvoices,Whisper-large-v3-turbo,dedicated_asr,இல்லை சார் நீங்கள் உங்களோட கா ப்ரூஃப்லாம் எடுத்துகிட்டு வந்து கா சொன் பார்த்தா தான் தெரியும் எப்படி வரும் அப்படிங்கிறது அதால நீங்கள் எடுத்துகிட்டு வாங்க நாளைக்கு நாங்கள் சொல்கிறோம்,இன்னையும் பிருவுத்துவிட்டும் பாத்தால் தெரியும் எப்படி வரும் பிடியும் பிடியுகிறது அல்லால் நீங்கள் எடுத்து வாங்கள் நாலைக்கு நாங்கள் சொல்லும்,0.8260869565217391,0.4722222222222222,0.6667,PARAPHRASE_OR_RECOGNITION_ERROR,False,7.65,False,1.409,0.57184285,PARAPHRASE_OR_RECOGNITION_ERROR
S4259926100370241_5,indicvoices,Whisper-large-v3-turbo,dedicated_asr,புரியிலை சார்,வரில்லைத்துவாக,1.0,0.8461538461538461,0.3704,HALLUCINATION_CANDIDATE_LEXICAL,False,0.64,False,0.704,0.31941694,HALLUCINATION_CANDIDATE
S4259926100370241_6,indicvoices,Whisper-large-v3-turbo,dedicated_asr,ஆ இல்லைல்ல நீங்கள் மேனேஜர் போய் பார்த்திங்கன்னா சொல்வாங்க,இன்னின்னைமான் இப்போது பாட்டிக்கினால்,1.0,0.6666666666666666,0.3441,HALLUCINATION_CANDIDATE_LEXICAL,False,4.384,False,0.964,0.27138495,HALLUCINATION_CANDIDATE
S4259926100370241_7,indicvoices,Whisper-large-v3-turbo,dedicated_asr,ஆ ஓகே ஆ தேங்க் யூ தேங்க் யூ,நான் நான் நான்,1.0,0.8518518518518519,0.1951,HALLUCINATION_CANDIDATE_LEXICAL,False,1.982,False,0.912,0.48921955,HALLUCINATION_CANDIDATE
S4258734800302973_0,indicvoices,Whisper-large-v3-turbo,dedicated_asr,நான்காம் நூற்றாண்டு முதல் எட்டாம் நூற்றாண்டு வரை முதலாம் மகேந்திரவர்மன் மற்றும் அவரது மகன் முதலாம் மாமல்ல நரசிம்மவர்மன் ஆகியோரின் கீழ் பல்லவ வம்சம் தோன்றியதை தமிழகம் கண்டது,நான்காம் நூற்றாண்டு முதல் எட்டாம் நூற்றாண்டு வரை முதலாம் மகேந்திர வர்மன் மற்றும் அவரது மகன் முதலாம் மாமல்ல நரசிம்ம வர்மன் ஆகியோரின் கேட் பல்லவவம்சம் தோன்றியதை தமிழகம் கண்டது,0.3333333333333333,0.0290697674418604,0.9797,FAITHFUL,False,19.84,False,1.825,0.94636273,FAITHFUL
S4258004200387059_0,indicvoices,Whisper-large-v3-turbo,dedicated_asr,ம் வீட்டுக்கு யாராவது வந்தாங்கன்னா அப்படி கவனிப்போம் வந்ததும் தண்ணி மொண்டு கொடுக்கறது அவுங்களுக்கு பிடிச்ச மாதிரி அதாவது நம்ம சமைச்சி கொடுக்கறதுல எந்த ஒரு குறையும் சொல்லக்கூடாது பாராட்டுற அளவுக்கு சமைச்சி கொடுப்பேன் விருந்தாளி வந்தாங்கன்னா மோஸ்ட்லி என்னத்துக்கு வடை பாயாசம் அப்பளம் இதெல்லாம் செய்வோம்,வீட்டிக்கேரோது வந்தான் அப்படிக் கவனிப்போம் வந்ததும் தன்னி முண்டுக்குடுக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக்குக,0.9411764705882352,0.6133333333333333,0.1314,HALLUCINATION_CANDIDATE_LEXICAL,False,17.146,False,2.325,0.51560354,HALLUCINATION_CANDIDATE
S4258004200387059_1,indicvoices,Whisper-large-v3-turbo,dedicated_asr,அப்படி இருக்கும்போது நான் என்னென்ன சமைப்பேனா வர்றவங்களுக்கு தக்காளி சாதம் கறி எடுத்துகிட்டு வர சொல்லி ஃப்ரை பண்ணி கொடுப்பேன் நல்லா சமைச்சு,ரம்டிருக்கும்முது நான் இன்னா சம்மப்பனா வரவுங்களுக்கு தக்கலிசாதோம். கரிடுத்துவிட்டு வரச் சொல்லி பிரைப்பனி குடுப்பேன் அல்லா சமத்தி,0.8823529411764706,0.2971014492753623,0.7669,PARAPHRASE_OR_RECOGNITION_ERROR,False,10.597,False,1.863,0.3014922,HALLUCINATION_CANDIDATE
S4258004200387059_2,indicvoices,Whisper-large-v3-turbo,dedicated_asr,கொடுப்பேன் அப்புறம்,பாரம்,1.0,0.8421052631578947,0.25,HALLUCINATION_CANDIDATE_LEXICAL,False,1.985,False,0.773,0.25863,HALLUCINATION_CANDIDATE
S4258004200387059_3,indicvoices,Whisper-large-v3-turbo,dedicated_asr,பிரியாணி சமைப்பேன் சிக்கன் சிக்கன் நல்லா கிரேவி மாதிரி சமைச்சி கொடுப்பேன் வடை பாயாசம் அப்பளம் பொரித்து கொடுப்பேன் பொரியல் எதாவுது செஞ்சு கொடுப்பேன் அதாவது நம்ம செஞ்சு இப்படி கொடுக்கறதுனால அவங்க மனது கஷ்டப்படாத அளவுக்கு சந்தோஷமாக இருக்கிற அளவுக்கு நல்லா சமைச்சி நல்லா வர்றவங்கள நல்லா பார்த்துப்பேன்,விரியானி சம்மப்பாய் சிக்கன்ன அல்ல கிரையுமான் சம்ச்சுக்குடுப்பாய் வடவு பாயாசோ அப்புளம் பொருச்சுக்குடுப்பாய் பொருயில்லையுதாவு செஞ்சுக்குடுக்குடுக்குடுக்குடுக்குன்னாலே அவங்கள் மனசைக் கச்டுப்பாதால்லைக்கு சந்தோஷ்மா இருக்கிறான் வெடுக்கு நல்ல சம்ச்சி நல்ல வரவங்கள் நல்ல பாத்துப்பாய்,1.0,0.404040404040404,0.1503,HALLUCINATION_CANDIDATE_LEXICAL,False,17.86,False,6.611,0.52853006,HALLUCINATION_CANDIDATE
